1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
4124, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4125, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, mythicmobs:chupacabra, 20, 1, 1
4126, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
4127, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
4128, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
4129, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
4130, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
4131, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, bewitchment:ghost, 20, 1, 1
4132, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
4133, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
4134, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
4135, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
4136, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
4137, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
4138, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
4139, jungle, wythers:eucalyptus_jungle_canyon, MONSTER, weeping_angels:weeping_angel, 8, 1, 4
4140, jungle, wythers:eucalyptus_jungle_canyon, CREATURE, minecraft:sheep, 12, 4, 4
4141, jungle, wythers:eucalyptus_jungle_canyon, CREATURE, minecraft:pig, 10, 4, 4
4142, jungle, wythers:eucalyptus_jungle_canyon, CREATURE, minecraft:chicken, 10, 4, 4
4143, jungle, wythers:eucalyptus_jungle_canyon, CREATURE, minecraft:cow, 8, 4, 4
4144, jungle, wythers:eucalyptus_jungle_canyon, CREATURE, minecraft:chicken, 10, 4, 4
4145, jungle, wythers:eucalyptus_jungle_canyon, CREATURE, minecraft:parrot, 40, 1, 2
4146, jungle, wythers:eucalyptus_jungle_canyon, CREATURE, minecraft:panda, 5, 1, 2
4147, jungle, wythers:eucalyptus_jungle_canyon, CREATURE, clutter:chameleon, 15, 1, 2
4148, jungle, wythers:eucalyptus_jungle_canyon, CREATURE, mythicmobs:drake, 5, 1, 4
4149, jungle, wythers:eucalyptus_jungle_canyon, CREATURE, clutter:kiwi_bird, 30, 2, 3
4150, jungle, wythers:eucalyptus_jungle_canyon, CREATURE, mythicmobs:kobold, 10, 3, 6
4151, jungle, wythers:eucalyptus_jungle_canyon, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
4152, jungle, wythers:eucalyptus_jungle_canyon, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
4153, jungle, wythers:eucalyptus_jungle_canyon, CREATURE, bewitchment:toad, 10, 1, 3
4154, jungle, wythers:eucalyptus_jungle_canyon, AMBIENT, minecraft:bat, 10, 8, 8
4155, jungle, wythers:eucalyptus_jungle_canyon, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4156, jungle, wythers:eucalyptus_jungle_canyon, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
4157, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:spider, 80, 4, 4
4158, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:zombie, 80, 4, 4
4159, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:zombie_villager, 5, 1, 1
4160, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:skeleton, 80, 4, 4
4161, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:slime, 80, 4, 4
4162, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:enderman, 10, 1, 4
4163, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, minecraft:witch, 5, 1, 1
4164, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
4165, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, enderzoology:infested_zombie, 23, 1, 4
4166, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, enderzoology:fallen_knight, 23, 4, 6
4167, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, enderzoology:enderminy, 30, 4, 4
4168, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, enderzoology:wither_witch, 5, 1, 1
4169, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4170, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, mythicmobs:chupacabra, 20, 1, 1
4171, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
4172, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
4173, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
4174, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
4175, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, elementalcreepers:fire_creeper, 25, 1, 2
4176, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
4177, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, bewitchment:ghost, 20, 1, 1
4178, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
4179, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
4180, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
4181, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
4182, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, graveyard:nightmare, 10, 1, 1
4183, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
4184, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
4185, savanna, wythers:eucalyptus_salubris_woodland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
4186, savanna, wythers:eucalyptus_salubris_woodland, CREATURE, minecraft:rabbit, 10, 2, 6
4187, savanna, wythers:eucalyptus_salubris_woodland, CREATURE, minecraft:cow, 6, 2, 3
4188, savanna, wythers:eucalyptus_salubris_woodland, CREATURE, mythicmobs:drake, 5, 1, 4
4189, savanna, wythers:eucalyptus_salubris_woodland, CREATURE, mythicmobs:kobold, 10, 3, 6
4190, savanna, wythers:eucalyptus_salubris_woodland, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
4191, savanna, wythers:eucalyptus_salubris_woodland, CREATURE, friendsandfoes:mauler, 32, 1, 1
4192, savanna, wythers:eucalyptus_salubris_woodland, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
4193, savanna, wythers:eucalyptus_salubris_woodland, CREATURE, species:roombug, 10, 1, 3
4194, savanna, wythers:eucalyptus_salubris_woodland, CREATURE, minecraft:sheep, 6, 2, 3
4195, savanna, wythers:eucalyptus_salubris_woodland, CREATURE, bewitchment:snake, 6, 1, 2
4196, savanna, wythers:eucalyptus_salubris_woodland, CREATURE, meadow:water_buffalo, 5, 2, 3
4197, savanna, wythers:eucalyptus_salubris_woodland, AMBIENT, minecraft:bat, 10, 8, 8
4198, savanna, wythers:eucalyptus_salubris_woodland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4199, savanna, wythers:eucalyptus_salubris_woodland, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
4200, savanna, wythers:eucalyptus_woodland, MONSTER, minecraft:spider, 80, 4, 4
4201, savanna, wythers:eucalyptus_woodland, MONSTER, minecraft:zombie, 80, 4, 4
4202, savanna, wythers:eucalyptus_woodland, MONSTER, minecraft:zombie_villager, 5, 1, 1
4203, savanna, wythers:eucalyptus_woodland, MONSTER, minecraft:skeleton, 80, 4, 4
4204, savanna, wythers:eucalyptus_woodland, MONSTER, minecraft:slime, 80, 4, 4
4205, savanna, wythers:eucalyptus_woodland, MONSTER, minecraft:enderman, 10, 1, 4
4206, savanna, wythers:eucalyptus_woodland, MONSTER, minecraft:witch, 5, 1, 1
4207, savanna, wythers:eucalyptus_woodland, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
4208, savanna, wythers:eucalyptus_woodland, MONSTER, enderzoology:infested_zombie, 23, 1, 4
4209, savanna, wythers:eucalyptus_woodland, MONSTER, enderzoology:fallen_knight, 23, 4, 6
4210, savanna, wythers:eucalyptus_woodland, MONSTER, enderzoology:enderminy, 30, 4, 4
4211, savanna, wythers:eucalyptus_woodland, MONSTER, enderzoology:wither_witch, 5, 1, 1
4212, savanna, wythers:eucalyptus_woodland, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4213, savanna, wythers:eucalyptus_woodland, MONSTER, mythicmobs:chupacabra, 20, 1, 1
4214, savanna, wythers:eucalyptus_woodland, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
4215, savanna, wythers:eucalyptus_woodland, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
4216, savanna, wythers:eucalyptus_woodland, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
4217, savanna, wythers:eucalyptus_woodland, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
4218, savanna, wythers:eucalyptus_woodland, MONSTER, elementalcreepers:fire_creeper, 25, 1, 2
4219, savanna, wythers:eucalyptus_woodland, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
4220, savanna, wythers:eucalyptus_woodland, MONSTER, bewitchment:ghost, 20, 1, 1
4221, savanna, wythers:eucalyptus_woodland, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
4222, savanna, wythers:eucalyptus_woodland, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
4223, savanna, wythers:eucalyptus_woodland, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
4224, savanna, wythers:eucalyptus_woodland, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
4225, savanna, wythers:eucalyptus_woodland, MONSTER, graveyard:nightmare, 10, 1, 1
4226, savanna, wythers:eucalyptus_woodland, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
4227, savanna, wythers:eucalyptus_woodland, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
4228, savanna, wythers:eucalyptus_woodland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
4229, savanna, wythers:eucalyptus_woodland, CREATURE, minecraft:rabbit, 10, 2, 6
4230, savanna, wythers:eucalyptus_woodland, CREATURE, minecraft:cow, 8, 4, 4
4231, savanna, wythers:eucalyptus_woodland, CREATURE, minecraft:horse, 5, 2, 6
4232, savanna, wythers:eucalyptus_woodland, CREATURE, minecraft:donkey, 5, 1, 3
4233, savanna, wythers:eucalyptus_woodland, CREATURE, mythicmobs:drake, 5, 1, 4
4234, savanna, wythers:eucalyptus_woodland, CREATURE, mythicmobs:kobold, 10, 3, 6
4235, savanna, wythers:eucalyptus_woodland, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
4236, savanna, wythers:eucalyptus_woodland, CREATURE, friendsandfoes:mauler, 32, 1, 1
4237, savanna, wythers:eucalyptus_woodland, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
4238, savanna, wythers:eucalyptus_woodland, CREATURE, species:roombug, 10, 1, 3
4239, savanna, wythers:eucalyptus_woodland, CREATURE, minecraft:sheep, 6, 2, 3
4240, savanna, wythers:eucalyptus_woodland, CREATURE, bewitchment:snake, 6, 1, 2
4241, savanna, wythers:eucalyptus_woodland, CREATURE, meadow:water_buffalo, 5, 2, 3
4242, savanna, wythers:eucalyptus_woodland, AMBIENT, minecraft:bat, 10, 8, 8
4243, savanna, wythers:eucalyptus_woodland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4244, savanna, wythers:eucalyptus_woodland, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
4245, taiga, wythers:fen, MONSTER, minecraft:spider, 80, 4, 4
4246, taiga, wythers:fen, MONSTER, minecraft:zombie, 80, 4, 4
4247, taiga, wythers:fen, MONSTER, minecraft:zombie_villager, 5, 1, 1
4248, taiga, wythers:fen, MONSTER, minecraft:skeleton, 80, 4, 4
4249, taiga, wythers:fen, MONSTER, minecraft:slime, 80, 4, 4
4250, taiga, wythers:fen, MONSTER, minecraft:enderman, 10, 1, 4
4251, taiga, wythers:fen, MONSTER, minecraft:witch, 5, 1, 1
4252, taiga, wythers:fen, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
4253, taiga, wythers:fen, MONSTER, enderzoology:infested_zombie, 23, 1, 4
4254, taiga, wythers:fen, MONSTER, enderzoology:fallen_knight, 23, 4, 6
4255, taiga, wythers:fen, MONSTER, enderzoology:enderminy, 30, 4, 4
4256, taiga, wythers:fen, MONSTER, enderzoology:wither_witch, 5, 1, 1
4257, taiga, wythers:fen, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4258, taiga, wythers:fen, MONSTER, mythicmobs:chupacabra, 20, 1, 1
4259, taiga, wythers:fen, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
4260, taiga, wythers:fen, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
4261, taiga, wythers:fen, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
4262, taiga, wythers:fen, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
4263, taiga, wythers:fen, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
4264, taiga, wythers:fen, MONSTER, bewitchment:ghost, 20, 1, 1
4265, taiga, wythers:fen, MONSTER, graveyard:ghoul, 25, 2, 5
4266, taiga, wythers:fen, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
4267, taiga, wythers:fen, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
4268, taiga, wythers:fen, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
4269, taiga, wythers:fen, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
4270, taiga, wythers:fen, MONSTER, graveyard:nightmare, 10, 1, 1
4271, taiga, wythers:fen, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
4272, taiga, wythers:fen, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
4273, taiga, wythers:fen, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
4274, taiga, wythers:fen, MONSTER, bewitchment:vampire, 20, 1, 1
4275, taiga, wythers:fen, MONSTER, weeping_angels:weeping_angel, 8, 1, 4
4276, taiga, wythers:fen, MONSTER, bewitchment:werewolf, 20, 1, 1
4277, taiga, wythers:fen, CREATURE, minecraft:sheep, 12, 4, 4
4278, taiga, wythers:fen, CREATURE, minecraft:pig, 10, 4, 4
4279, taiga, wythers:fen, CREATURE, minecraft:chicken, 10, 4, 4
4280, taiga, wythers:fen, CREATURE, minecraft:cow, 8, 4, 4
4281, taiga, wythers:fen, CREATURE, minecraft:horse, 5, 2, 6
4282, taiga, wythers:fen, CREATURE, minecraft:donkey, 5, 1, 3
4283, taiga, wythers:fen, CREATURE, meadow:brown_bear, 5, 2, 3
4284, taiga, wythers:fen, CREATURE, mythicmobs:drake, 5, 1, 4
4285, taiga, wythers:fen, CREATURE, mythicmobs:kobold, 10, 3, 6
4286, taiga, wythers:fen, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
4287, taiga, wythers:fen, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
4288, taiga, wythers:fen, CREATURE, bewitchment:owl, 10, 1, 2
4289, taiga, wythers:fen, CREATURE, bewitchment:toad, 10, 1, 3
4290, taiga, wythers:fen, AMBIENT, minecraft:bat, 10, 8, 8
4291, taiga, wythers:fen, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4292, taiga, wythers:fen, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
4293, nether, betternether:flooded_deltas, MONSTER, minecraft:ghast, 50, 4, 4
4294, nether, betternether:flooded_deltas, MONSTER, minecraft:zombified_piglin, 80, 4, 4
4295, nether, betternether:flooded_deltas, MONSTER, minecraft:magma_cube, 5, 4, 4
4296, nether, betternether:flooded_deltas, MONSTER, betternether:skull, 5, 2, 4
4297, nether, betternether:flooded_deltas, MONSTER, minecraft:enderman, 5, 4, 4
4298, nether, betternether:flooded_deltas, MONSTER, minecraft:piglin, 15, 4, 4
4299, nether, betternether:flooded_deltas, MONSTER, minecraft:hoglin, 5, 1, 2
4300, nether, betternether:flooded_deltas, MONSTER, betternether:naga, 8, 3, 5
4301, nether, betternether:flooded_deltas, MONSTER, betternether:jungle_skeleton, 5, 2, 4
4302, nether, betternether:flooded_deltas, MONSTER, minecraft:piglin_brute, 5, 1, 1
4303, nether, betternether:flooded_deltas, MONSTER, adventurez:blaze_guardian, 5, 1, 1
4304, nether, betternether:flooded_deltas, MONSTER, bewitchment:hellhound, 6, 1, 1
4305, nether, betternether:flooded_deltas, MONSTER, elementalcreepers:magma_creeper, 25, 1, 1
4306, nether, betternether:flooded_deltas, MONSTER, weeping_angels:weeping_angel, 8, 1, 4
4307, nether, betternether:flooded_deltas, CREATURE, minecraft:strider, 60, 1, 2
4308, nether, betternether:flooded_deltas, AMBIENT, betternether:firefly, 5, 1, 3
4309, nether, betternether:flooded_deltas, AMBIENT, betternether:hydrogen_jellyfish, 5, 2, 6
4310, nether, betternether:flooded_deltas, AMBIENT, betternether:flying_pig, 5, 2, 4
4311, nether, betternether:flooded_deltas, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
4312, jungle, wythers:flooded_jungle, MONSTER, minecraft:spider, 80, 4, 4
4313, jungle, wythers:flooded_jungle, MONSTER, minecraft:zombie, 80, 4, 4
4314, jungle, wythers:flooded_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
4315, jungle, wythers:flooded_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
4316, jungle, wythers:flooded_jungle, MONSTER, minecraft:slime, 80, 4, 4
4317, jungle, wythers:flooded_jungle, MONSTER, minecraft:enderman, 10, 1, 4
4318, jungle, wythers:flooded_jungle, MONSTER, minecraft:witch, 5, 1, 1
4319, jungle, wythers:flooded_jungle, MONSTER, minecraft:ocelot, 5, 1, 3
4320, jungle, wythers:flooded_jungle, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
4321, jungle, wythers:flooded_jungle, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
4322, jungle, wythers:flooded_jungle, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
4323, jungle, wythers:flooded_jungle, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
4324, jungle, wythers:flooded_jungle, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
4325, jungle, wythers:flooded_jungle, MONSTER, graveyard:ghoul, 25, 2, 5
4326, jungle, wythers:flooded_jungle, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
4327, jungle, wythers:flooded_jungle, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
4328, jungle, wythers:flooded_jungle, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
4329, jungle, wythers:flooded_jungle, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
4330, jungle, wythers:flooded_jungle, MONSTER, graveyard:nightmare, 10, 1, 1
4331, jungle, wythers:flooded_jungle, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
4332, jungle, wythers:flooded_jungle, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
4333, jungle, wythers:flooded_jungle, MONSTER, weeping_angels:weeping_angel, 8, 1, 4
4334, jungle, wythers:flooded_jungle, CREATURE, minecraft:frog, 10, 2, 5
4335, jungle, wythers:flooded_jungle, CREATURE, minecraft:pig, 10, 4, 4
4336, jungle, wythers:flooded_jungle, CREATURE, minecraft:chicken, 10, 4, 4
4337, jungle, wythers:flooded_jungle, CREATURE, minecraft:chicken, 10, 4, 4
4338, jungle, wythers:flooded_jungle, CREATURE, minecraft:parrot, 40, 1, 2
4339, jungle, wythers:flooded_jungle, CREATURE, minecraft:panda, 5, 1, 2
4340, jungle, wythers:flooded_jungle, CREATURE, clutter:chameleon, 15, 1, 2
4341, jungle, wythers:flooded_jungle, CREATURE, clutter:kiwi_bird, 30, 2, 3
4342, jungle, wythers:flooded_jungle, AMBIENT, minecraft:bat, 10, 8, 8
4343, jungle, wythers:flooded_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4344, jungle, wythers:flooded_jungle, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
4345, jungle, wythers:flooded_jungle, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
4346, jungle, wythers:flooded_jungle, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
4347, jungle, wythers:flooded_jungle, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
4348, jungle, wythers:flooded_rainforest, MONSTER, minecraft:spider, 80, 4, 4
4349, jungle, wythers:flooded_rainforest, MONSTER, minecraft:zombie, 80, 4, 4
4350, jungle, wythers:flooded_rainforest, MONSTER, minecraft:zombie_villager, 5, 1, 1
4351, jungle, wythers:flooded_rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
4352, jungle, wythers:flooded_rainforest, MONSTER, minecraft:slime, 80, 4, 4
4353, jungle, wythers:flooded_rainforest, MONSTER, minecraft:enderman, 10, 1, 4
4354, jungle, wythers:flooded_rainforest, MONSTER, minecraft:witch, 5, 1, 1
4355, jungle, wythers:flooded_rainforest, MONSTER, minecraft:ocelot, 5, 1, 3
4356, jungle, wythers:flooded_rainforest, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
4357, jungle, wythers:flooded_rainforest, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
4358, jungle, wythers:flooded_rainforest, MONSTER, enderzoology:infested_zombie, 23, 1, 4
4359, jungle, wythers:flooded_rainforest, MONSTER, enderzoology:fallen_knight, 23, 4, 6
4360, jungle, wythers:flooded_rainforest, MONSTER, enderzoology:enderminy, 30, 4, 4
